catch_id,date,site,species,sex,length_cm,weight_kg,gear,vessel,depth_m,water_temp_c,legal_size,value_aud
C0713,2024-09-01,Cairns Inlet,Mangrove Jack,F,45.9,1.37,spear,FV-058,29.4,23.3,True,27.4
C0939,2024-09-01,Frankland Islands,Barramundi,F,55.6,2.14,line,FV-071,16.5,23.5,False,47.08
C0186,2024-09-02,Cairns Inlet,Grass Emperor,F,30.2,0.42,spear,FV-071,6.6,24.4,True,6.3
C1166,2024-09-02,Michaelmas Cay,Red Emperor,M,41.4,1.0,net,FV-071,13.7,22.9,False,26.0
C1753,2024-09-02,Cairns Inlet,Mangrove Jack,F,32.6,0.52,trap,FV-041,15.4,22.9,False,10.4
C1163,2024-09-02,Cairns Inlet,Grass Emperor,F,33.5,0.55,net,FV-027,18.6,23.4,True,8.25
C1987,2024-09-02,Frankland Islands,Red Emperor,M,57.8,3.11,line,FV-012,27.0,23.3,True,80.86
C1103,2024-09-02,Cairns Inlet,Mangrove Jack,U,30.1,0.37,spear,FV-034,32.2,23.8,False,7.4
C1483,2024-09-02,Trinity Bay,Barramundi,F,72.7,5.87,net,FV-058,26.8,24.1,True,129.14
C0494,2024-09-02,Frankland Islands,Spanish Mackerel,M,83.0,5.25,line,FV-071,13.6,24.4,True,94.5
C0260,2024-09-02,Frankland Islands,Red Emperor,F,53.1,2.15,line,FV-027,30.0,23.8,True,55.9
C0485,2024-09-04,Trinity Bay,Red Emperor,F,48.4,1.68,spear,FV-012,29.4,24.3,True,43.68
C0804,2024-09-04,Green Island,Coral Trout,F,38.8,0.81,trap,FV-088,39.8,23.6,True,22.68
C0829,2024-09-04,Green Island,Coral Trout,U,50.4,1.69,trap,FV-071,12.9,23.5,True,47.32
C0354,2024-09-05,Frankland Islands,Grass Emperor,F,33.0,0.63,net,FV-058,24.1,23.3,True,9.45
C0096,2024-09-05,Fitzroy Reef,Spanish Mackerel,M,84.3,5.71,spear,FV-027,39.4,23.1,True,102.78
C1274,2024-09-06,Green Island,Mangrove Jack,M,40.4,0.88,net,FV-063,36.8,22.4,True,17.6
C1709,2024-09-06,Frankland Islands,Coral Trout,U,49.5,1.51,line,FV-063,31.9,23.1,True,42.28
C0232,2024-09-06,Cairns Inlet,Mangrove Jack,M,41.3,0.92,trap,FV-012,41.8,23.3,True,18.4
C0443,2024-09-06,Green Island,Grass Emperor,F,35.1,0.69,trap,FV-088,37.8,23.3,True,10.35
C1267,2024-09-06,Fitzroy Reef,Red Emperor,M,40.9,1.05,net,FV-071,24.6,22.9,False,27.3
C1538,2024-09-07,Frankland Islands,Barramundi,M,72.9,6.24,line,FV-041,5.3,23.2,True,137.28
C1360,2024-09-07,Trinity Bay,Barramundi,M,70.6,5.19,net,FV-027,26.8,24.1,True,114.18
C0936,2024-09-07,Frankland Islands,Spanish Mackerel,M,84.6,5.36,line,FV-027,7.0,24.7,True,96.48
C1265,2024-09-07,Cairns Inlet,Spanish Mackerel,M,84.2,5.09,spear,FV-071,19.1,22.6,True,91.62
C1722,2024-09-07,Frankland Islands,Coral Trout,F,54.9,2.47,line,FV-058,25.3,23.1,True,69.16
C0627,2024-09-08,Cairns Inlet,Spanish Mackerel,F,83.6,5.99,trap,FV-071,12.0,22.9,True,107.82
C0208,2024-09-08,Fitzroy Reef,Spanish Mackerel,U,86.4,5.59,net,FV-034,10.4,23.3,True,100.62
C0286,2024-09-08,Frankland Islands,Spanish Mackerel,U,77.2,3.87,net,FV-058,18.6,22.8,True,69.66
C1536,2024-09-08,Fitzroy Reef,Barramundi,F,54.4,2.01,spear,FV-034,21.9,23.7,False,44.22
C1930,2024-09-09,Frankland Islands,Mangrove Jack,F,42.2,0.98,net,FV-071,40.1,22.5,True,19.6
C0028,2024-09-09,Green Island,Barramundi,M,54.1,2.18,line,FV-041,6.4,23.5,False,47.96
C1652,2024-09-10,Fitzroy Reef,Mangrove Jack,F,44.4,1.0,line,FV-012,32.3,23.1,True,20.0
C0361,2024-09-10,Michaelmas Cay,Mangrove Jack,M,45.8,1.48,spear,FV-058,29.4,23.0,True,29.6
C1601,2024-09-11,Michaelmas Cay,Red Emperor,U,51.6,2.23,line,FV-041,15.1,23.7,True,57.98
C1912,2024-09-11,Cairns Inlet,Red Emperor,F,47.6,1.39,line,FV-088,32.1,22.8,True,36.14
C1754,2024-09-11,Frankland Islands,Red Emperor,F,57.0,2.65,line,FV-034,7.2,23.4,True,68.9
C0719,2024-09-11,Cairns Inlet,Spanish Mackerel,M,89.5,5.08,trap,FV-058,43.9,23.1,True,91.44
C1962,2024-09-12,Michaelmas Cay,Mangrove Jack,F,44.9,1.31,net,FV-027,21.2,23.9,True,26.2
C1179,2024-09-12,Fitzroy Reef,Coral Trout,M,59.6,2.95,trap,FV-027,40.6,22.7,True,82.6
C1535,2024-09-12,Frankland Islands,Mangrove Jack,U,46.9,1.67,line,FV-071,42.1,23.3,True,33.4
C1152,2024-09-12,Michaelmas Cay,Coral Trout,M,33.1,0.51,trap,FV-063,17.5,22.5,False,14.28
C0378,2024-09-13,Fitzroy Reef,Coral Trout,F,54.7,2.01,trap,FV-071,44.6,23.8,True,56.28
C1308,2024-09-13,Frankland Islands,Red Emperor,F,54.6,2.41,trap,FV-041,42.0,23.8,True,62.66
C1345,2024-09-14,Green Island,Red Emperor,F,48.7,1.9,line,FV-088,32.6,23.3,True,49.4
C1191,2024-09-14,Frankland Islands,Red Emperor,M,47.3,1.47,net,FV-027,22.1,22.7,True,38.22
C1937,2024-09-14,Michaelmas Cay,Mangrove Jack,M,39.1,0.78,trap,FV-041,14.7,22.5,True,15.6
C0382,2024-09-14,Michaelmas Cay,Red Emperor,M,46.7,1.64,line,FV-012,15.6,23.5,True,42.64
C0108,2024-09-14,Green Island,Barramundi,M,66.3,3.52,net,FV-027,44.6,23.3,True,77.44
C1818,2024-09-15,Green Island,Red Emperor,U,43.5,1.28,line,FV-088,42.7,,False,33.28
C0566,2024-09-16,Green Island,Coral Trout,M,55.0,2.38,trap,FV-058,43.0,23.1,True,66.64
C0038,2024-09-16,Fitzroy Reef,Coral Trout,F,40.0,0.91,line,FV-012,25.1,23.3,True,25.48
C0658,2024-09-17,Trinity Bay,Grass Emperor,U,29.9,0.38,net,FV-027,21.4,23.1,True,5.7
C0910,2024-09-18,Cairns Inlet,Coral Trout,M,35.7,0.62,line,FV-071,31.8,23.0,False,17.36
C0422,2024-09-19,Fitzroy Reef,Red Emperor,M,51.7,2.34,net,FV-012,39.8,23.5,True,60.84
C0731,2024-09-19,Michaelmas Cay,Coral Trout,F,33.6,0.59,trap,FV-058,6.4,22.5,False,16.52
C0533,2024-09-20,Cairns Inlet,Coral Trout,U,33.0,0.49,line,FV-012,19.3,,False,13.72
C0856,2024-09-20,Michaelmas Cay,Red Emperor,M,51.2,1.73,net,FV-012,13.5,21.8,True,44.98
C0639,2024-09-21,Frankland Islands,Coral Trout,F,52.7,2.02,line,FV-012,39.2,23.9,True,56.56
C0269,2024-09-21,Cairns Inlet,Red Emperor,F,50.6,,line,FV-027,33.8,21.9,True,40.3
C1136,2024-09-22,Cairns Inlet,Barramundi,F,56.8,2.78,spear,FV-034,38.5,23.6,False,61.16
C1607,2024-09-22,Frankland Islands,Coral Trout,M,39.5,0.94,spear,FV-027,41.8,22.6,True,26.32
C0928,2024-09-22,Cairns Inlet,Coral Trout,F,43.0,1.05,trap,FV-088,15.1,22.8,True,29.4
C0641,2024-09-23,Frankland Islands,Mangrove Jack,M,55.7,2.26,line,FV-063,13.3,22.9,True,45.2
C1056,2024-09-23,Cairns Inlet,Coral Trout,F,51.7,1.92,line,FV-088,38.6,23.1,True,53.76
C0501,2024-09-24,Green Island,Red Emperor,F,52.7,2.33,line,FV-071,30.2,23.8,True,60.58
C1543,2024-09-24,Green Island,Spanish Mackerel,M,76.7,3.35,net,FV-041,5.7,23.1,True,60.3
C1416,2024-09-25,Frankland Islands,Barramundi,M,69.2,5.01,spear,FV-041,34.0,22.9,True,110.22
C0446,2024-09-25,Cairns Inlet,Coral Trout,F,42.7,0.98,line,FV-041,28.3,22.9,True,27.44
C1833,2024-09-26,Michaelmas Cay,Mangrove Jack,M,40.0,0.98,line,FV-034,25.5,23.1,True,19.6
C1546,2024-09-26,Trinity Bay,Spanish Mackerel,F,71.5,3.12,spear,FV-034,39.0,22.1,False,56.16
C1899,2024-09-27,Cairns Inlet,Coral Trout,U,57.8,2.37,line,FV-041,25.7,22.6,True,66.36
C0105,2024-09-27,Frankland Islands,Mangrove Jack,U,41.9,1.02,line,FV-063,8.3,22.9,True,20.4
C0622,2024-09-27,Michaelmas Cay,Coral Trout,M,54.6,2.16,net,FV-034,3.4,22.8,True,60.48
C0886,2024-09-27,Cairns Inlet,Spanish Mackerel,U,80.2,4.7,trap,FV-041,9.0,22.0,True,84.6
C1853,2024-09-28,Michaelmas Cay,Coral Trout,F,57.1,2.76,line,FV-071,35.7,23.3,True,77.28
C0253,2024-09-28,Cairns Inlet,Mangrove Jack,U,44.5,1.38,line,FV-034,41.6,22.2,True,27.6
C1072,2024-09-29,Cairns Inlet,Mangrove Jack,F,45.7,1.37,line,FV-027,18.3,23.1,True,27.4
C1194,2024-09-30,Cairns Inlet,Coral Trout,M,52.2,1.95,trap,FV-063,5.7,22.8,True,54.6
C0032,2024-09-30,Michaelmas Cay,Mangrove Jack,F,43.8,1.15,trap,FV-063,34.8,23.9,True,23.0
C0562,2024-09-30,Frankland Islands,Barramundi,F,63.2,3.28,net,FV-041,31.1,23.0,True,72.16
C0462,2024-09-30,Cairns Inlet,Coral Trout,U,43.1,1.03,line,FV-058,20.2,22.8,True,28.84
C0520,2024-10-01,Frankland Islands,Barramundi,M,74.7,5.97,line,FV-071,6.1,23.7,True,131.34
C1745,2024-10-01,Michaelmas Cay,Coral Trout,F,43.8,1.01,trap,FV-041,4.9,22.2,True,28.28
C1481,2024-10-02,Michaelmas Cay,Grass Emperor,M,46.2,1.52,line,FV-012,40.4,22.4,True,22.8
C1226,2024-10-02,Trinity Bay,Barramundi,M,57.3,2.7,line,FV-071,14.3,22.5,False,59.4
C0768,2024-10-02,Frankland Islands,Mangrove Jack,F,52.7,1.85,line,FV-041,34.4,22.8,True,37.0
C1032,2024-10-02,Cairns Inlet,Red Emperor,M,52.3,2.01,trap,FV-088,43.0,23.5,True,52.26
C0769,2024-10-03,Green Island,Red Emperor,F,46.4,1.45,line,FV-063,23.2,22.6,True,37.7
C0317,2024-10-03,Trinity Bay,Coral Trout,F,50.2,1.75,line,FV-012,22.8,22.2,True,49.0
C0740,2024-10-04,Fitzroy Reef,Spanish Mackerel,M,81.9,4.62,net,FV-012,7.7,23.3,True,83.16
C0170,2024-10-04,Green Island,Mangrove Jack,M,47.8,1.63,trap,FV-071,32.4,23.1,True,32.6
C0536,2024-10-04,Fitzroy Reef,Coral Trout,M,49.7,1.68,line,FV-041,4.8,22.0,True,47.04
C1492,2024-10-04,Frankland Islands,Coral Trout,F,43.5,1.12,line,FV-041,38.8,23.3,True,31.36
C0090,2024-10-06,Trinity Bay,Red Emperor,M,50.1,1.79,line,FV-034,32.5,23.5,True,46.54
C0204,2024-10-06,Fitzroy Reef,Spanish Mackerel,M,82.6,4.86,line,FV-063,27.6,23.8,True,87.48
C0004,2024-10-06,Fitzroy Reef,Spanish Mackerel,U,79.7,4.1,line,FV-058,18.5,23.0,True,73.8
C0114,2024-10-08,Trinity Bay,Coral Trout,M,49.4,1.85,line,FV-088,37.5,23.7,True,51.8
C0877,2024-10-09,Frankland Islands,Grass Emperor,F,25.3,0.27,line,FV-063,28.1,23.3,False,4.05
C1537,2024-10-09,Fitzroy Reef,Coral Trout,M,40.7,0.96,line,FV-071,34.5,23.8,True,26.88
C1508,2024-10-09,Trinity Bay,Coral Trout,F,48.3,1.57,line,FV-041,22.3,22.9,True,43.96
C1083,2024-10-09,Fitzroy Reef,Coral Trout,M,41.2,0.87,line,FV-063,39.0,23.5,True,24.36
C1002,2024-10-10,Frankland Islands,Mangrove Jack,M,56.3,2.55,net,FV-088,4.8,22.6,True,51.0
C0483,2024-10-10,Fitzroy Reef,Coral Trout,F,56.9,2.56,line,FV-071,28.3,22.5,True,71.68
C1661,2024-10-10,Trinity Bay,Barramundi,U,74.3,5.56,trap,FV-012,24.2,23.3,True,122.32
C1106,2024-10-10,Fitzroy Reef,Mangrove Jack,M,37.4,0.7,spear,FV-058,39.4,24.5,True,14.0
C0717,2024-10-10,Michaelmas Cay,Coral Trout,F,34.3,0.49,spear,FV-034,9.2,22.1,False,13.72
C0406,2024-10-11,Cairns Inlet,Spanish Mackerel,M,78.7,3.98,trap,FV-058,4.4,23.8,True,71.64
C0670,2024-10-11,Frankland Islands,Barramundi,F,61.1,2.78,trap,FV-012,13.0,23.7,True,61.16
C0318,2024-10-11,Cairns Inlet,Barramundi,M,69.3,4.28,line,FV-041,35.9,22.2,True,94.16
C1458,2024-10-11,Fitzroy Reef,Coral Trout,M,35.9,0.64,spear,FV-034,29.4,23.1,False,17.92
C0949,2024-10-12,Michaelmas Cay,Grass Emperor,U,46.1,1.5,spear,FV-041,34.4,22.5,True,22.5
C0214,2024-10-13,Trinity Bay,Barramundi,M,64.8,4.07,net,FV-034,18.1,22.2,True,89.54
C1638,2024-10-13,Trinity Bay,Spanish Mackerel,U,84.7,5.95,trap,FV-012,38.2,23.2,True,107.1
C0503,2024-10-14,Fitzroy Reef,Mangrove Jack,U,47.5,1.53,line,FV-058,41.4,22.3,True,30.6
C1040,2024-10-15,Michaelmas Cay,Coral Trout,U,42.3,1.1,spear,FV-027,26.4,22.4,True,30.8
C0445,2024-10-15,Michaelmas Cay,Coral Trout,U,53.8,1.87,line,FV-071,21.4,23.1,True,52.36
C0770,2024-10-15,Green Island,Grass Emperor,F,25.7,0.24,line,FV-071,28.6,23.8,False,3.6
C0687,2024-10-16,Cairns Inlet,Spanish Mackerel,U,71.5,3.48,net,FV-041,27.9,23.8,False,62.64
C0900,2024-10-16,Frankland Islands,Barramundi,M,59.6,2.58,line,FV-088,33.3,23.9,True,56.76
C1894,2024-10-16,Michaelmas Cay,Spanish Mackerel,U,69.5,2.93,net,FV-058,23.2,21.6,False,52.74
C0920,2024-10-17,Trinity Bay,Coral Trout,M,47.6,1.34,line,FV-088,14.8,24.3,True,37.52
C0552,2024-10-17,Trinity Bay,Grass Emperor,M,50.0,1.91,net,FV-088,31.7,23.1,True,28.65
C0370,2024-10-18,Frankland Islands,Coral Trout,M,40.3,0.9,line,FV-034,8.2,22.7,True,25.2
C0668,2024-10-18,Trinity Bay,Mangrove Jack,M,41.9,1.14,spear,FV-034,28.1,23.3,True,22.8
C1728,2024-10-18,Michaelmas Cay,Barramundi,F,57.9,2.59,line,FV-071,35.5,23.1,False,56.98
C1206,2024-10-19,Michaelmas Cay,Spanish Mackerel,F,91.5,6.01,line,FV-063,23.1,22.7,True,108.18
C0315,2024-10-19,Frankland Islands,Grass Emperor,M,33.3,0.55,line,FV-041,28.0,22.4,True,8.25
C1797,2024-10-20,Trinity Bay,Mangrove Jack,F,34.8,0.65,trap,FV-034,38.0,23.8,False,13.0
C0518,2024-10-20,Michaelmas Cay,Mangrove Jack,F,29.8,0.36,spear,FV-034,15.3,23.3,False,7.2
C0290,2024-10-20,Trinity Bay,Spanish Mackerel,F,79.5,4.51,net,FV-063,23.6,22.8,True,81.18
C0903,2024-10-20,Trinity Bay,Coral Trout,U,44.2,1.27,line,FV-058,11.3,23.5,True,35.56
C0212,2024-10-21,Trinity Bay,Spanish Mackerel,M,83.0,5.18,net,FV-088,18.0,22.9,True,93.24
C0306,2024-10-21,Michaelmas Cay,Coral Trout,F,56.3,2.5,net,FV-012,27.7,22.8,True,70.0
C1898,2024-10-21,Fitzroy Reef,Mangrove Jack,F,51.3,1.96,trap,FV-058,36.3,23.7,True,39.2
C0974,2024-10-21,Cairns Inlet,Spanish Mackerel,F,72.1,2.95,net,FV-034,42.1,23.7,False,53.1
C1201,2024-10-22,Frankland Islands,Mangrove Jack,F,43.3,1.04,spear,FV-041,31.5,22.7,True,20.8
C0009,2024-10-22,Green Island,Red Emperor,F,63.7,3.63,spear,FV-058,40.1,23.1,True,94.38
C0201,2024-10-23,Fitzroy Reef,Mangrove Jack,F,38.1,0.79,line,FV-034,34.6,23.1,True,15.8
C0336,2024-10-23,Michaelmas Cay,Barramundi,F,68.4,4.9,spear,FV-063,21.3,23.3,True,107.8
C0180,2024-10-24,Fitzroy Reef,Spanish Mackerel,M,80.1,4.27,line,FV-041,13.4,23.6,True,76.86
C0156,2024-10-24,Cairns Inlet,Grass Emperor,F,28.8,0.36,net,FV-027,21.5,22.8,True,5.4
C1433,2024-10-25,Green Island,Coral Trout,U,42.0,1.0,trap,FV-027,32.4,23.8,True,28.0
C1995,2024-10-25,Fitzroy Reef,Mangrove Jack,F,54.4,2.48,trap,FV-088,9.5,23.9,True,49.6
C1832,2024-10-25,Frankland Islands,Spanish Mackerel,F,90.0,6.79,net,FV-058,9.8,23.2,True,122.22
C0367,2024-10-26,Fitzroy Reef,Grass Emperor,F,39.0,0.86,net,FV-034,43.7,24.2,True,12.9
C0219,2024-10-26,Cairns Inlet,Grass Emperor,M,22.4,0.18,spear,FV-034,29.2,23.3,False,2.7
C0976,2024-10-26,Green Island,Mangrove Jack,M,39.8,0.87,trap,FV-071,17.9,23.2,True,17.4
C1291,2024-10-26,Cairns Inlet,Coral Trout,F,36.6,0.63,spear,FV-034,35.3,24.3,False,17.64
C0833,2024-10-27,Cairns Inlet,Red Emperor,F,54.5,2.34,line,FV-041,20.4,22.7,True,60.84
C1771,2024-10-27,Trinity Bay,Red Emperor,M,52.7,2.17,net,FV-041,39.9,24.0,True,56.42
C1222,2024-10-27,Cairns Inlet,Spanish Mackerel,M,84.6,5.18,net,FV-071,35.5,23.3,True,93.24
C0945,2024-10-27,Fitzroy Reef,Coral Trout,F,45.0,1.15,line,FV-058,18.8,24.0,True,32.2
C0950,2024-10-27,Trinity Bay,Spanish Mackerel,M,88.5,5.57,line,FV-088,9.0,23.1,True,100.26
C1461,2024-10-27,Fitzroy Reef,Barramundi,M,62.4,3.34,line,FV-041,18.6,23.3,True,73.48
C0129,2024-10-28,Fitzroy Reef,Barramundi,F,54.6,2.43,spear,FV-071,40.4,22.8,False,53.46
C0827,2024-10-28,Michaelmas Cay,Mangrove Jack,M,37.0,0.81,net,FV-058,32.5,24.3,True,16.2
C0898,2024-10-28,Fitzroy Reef,Red Emperor,F,53.2,2.32,line,FV-041,13.8,21.9,True,60.32
C0046,2024-10-29,Cairns Inlet,Coral Trout,M,48.4,1.53,spear,FV-041,29.5,23.1,True,42.84
C1595,2024-10-29,Frankland Islands,Red Emperor,U,43.0,1.12,line,FV-012,26.9,23.5,False,29.12
C1563,2024-10-31,Michaelmas Cay,Mangrove Jack,M,46.8,1.33,net,FV-063,28.9,23.1,True,26.6
C0351,2024-10-31,Frankland Islands,Red Emperor,F,60.2,2.79,line,FV-088,36.4,22.8,True,72.54
C0303,2024-10-31,Fitzroy Reef,Barramundi,M,59.4,2.91,trap,FV-063,38.1,23.0,True,64.02
C0088,2024-10-31,Trinity Bay,Mangrove Jack,F,43.6,1.21,line,FV-063,13.6,24.0,True,24.2
C0519,2024-11-01,Michaelmas Cay,Barramundi,F,74.3,6.31,line,FV-063,31.4,24.9,True,138.82
C1623,2024-11-01,Green Island,Grass Emperor,M,43.9,1.07,net,FV-088,36.4,23.5,True,16.05
C1826,2024-11-01,Green Island,Barramundi,F,69.7,4.93,line,FV-058,10.9,22.5,True,108.46
C0859,2024-11-01,Fitzroy Reef,Coral Trout,M,42.6,1.14,line,FV-071,34.6,23.4,True,31.92
C0988,2024-11-01,Green Island,Spanish Mackerel,F,77.8,3.99,line,FV-063,18.6,23.7,True,71.82
C1579,2024-11-02,Cairns Inlet,Coral Trout,M,41.9,0.96,line,FV-041,7.3,23.7,True,26.88
C0229,2024-11-02,Trinity Bay,Coral Trout,U,51.0,1.76,net,FV-058,24.3,24.2,True,49.28
C0300,2024-11-03,Green Island,Mangrove Jack,M,42.6,1.03,net,FV-041,12.1,24.4,True,20.6
C0084,2024-11-03,Michaelmas Cay,Red Emperor,U,46.6,1.42,spear,FV-058,20.3,23.7,True,36.92
C1333,2024-11-04,Frankland Islands,Barramundi,F,54.4,2.21,spear,FV-034,31.5,23.4,False,48.62
C0653,2024-11-04,Cairns Inlet,Spanish Mackerel,M,81.3,4.41,trap,FV-027,4.1,23.1,True,79.38
C1782,2024-11-05,Michaelmas Cay,Barramundi,F,89.2,10.28,spear,FV-012,15.9,23.6,True,226.16
C0391,2024-11-05,Green Island,Coral Trout,M,38.0,0.8,spear,FV-088,32.2,23.0,True,22.4
C0992,2024-11-06,Trinity Bay,Grass Emperor,U,56.3,3.03,trap,FV-088,33.5,24.3,True,45.45
C0971,2024-11-06,Frankland Islands,Coral Trout,F,45.3,1.27,net,FV-063,19.0,23.7,True,35.56
C1234,2024-11-06,Green Island,Spanish Mackerel,F,84.0,5.09,line,FV-012,36.3,24.3,True,91.62
C1834,2024-11-06,Fitzroy Reef,Coral Trout,F,32.1,0.55,trap,FV-027,3.8,23.2,False,15.4
C1970,2024-11-07,Cairns Inlet,Mangrove Jack,F,43.7,1.07,net,FV-071,23.9,22.8,True,21.4
C0620,2024-11-07,Cairns Inlet,Mangrove Jack,F,35.0,0.61,line,FV-012,17.8,24.7,True,12.2
C0541,2024-11-07,Frankland Islands,Grass Emperor,M,46.2,1.43,net,FV-027,32.0,23.3,True,21.45
C1053,2024-11-07,Frankland Islands,Mangrove Jack,M,42.2,1.17,spear,FV-058,5.8,23.8,True,23.4
C0578,2024-11-07,Green Island,Coral Trout,F,32.6,0.46,line,FV-012,18.5,24.5,False,12.88
C1681,2024-11-07,Cairns Inlet,Red Emperor,U,50.0,1.64,line,FV-071,42.3,23.5,True,42.64
C1004,2024-11-07,Michaelmas Cay,Coral Trout,M,44.7,1.39,spear,FV-041,7.3,24.0,True,38.92
C1217,2024-11-08,Frankland Islands,Mangrove Jack,U,34.7,0.53,line,FV-071,22.0,23.2,False,10.6
C0506,2024-11-08,Frankland Islands,Mangrove Jack,F,45.9,1.23,line,FV-063,20.6,22.9,True,24.6
C0640,2024-11-08,Fitzroy Reef,Barramundi,M,64.0,3.85,net,FV-012,23.5,23.3,True,84.7
C0624,2024-11-08,Trinity Bay,Grass Emperor,U,32.2,0.53,net,FV-088,7.5,23.6,True,7.95
C1731,2024-11-08,Green Island,Spanish Mackerel,M,78.5,4.38,line,FV-027,15.2,23.7,True,78.84
C0741,2024-11-08,Fitzroy Reef,Mangrove Jack,F,43.6,1.09,trap,FV-041,14.6,22.4,True,21.8
C0530,2024-11-08,Trinity Bay,Barramundi,F,77.3,5.54,net,FV-027,39.1,23.6,True,121.88
C1051,2024-11-09,Michaelmas Cay,Grass Emperor,M,25.5,0.24,net,FV-071,31.3,24.2,False,3.6
C0505,2024-11-09,Trinity Bay,Spanish Mackerel,M,81.2,4.45,spear,FV-071,6.9,23.2,True,80.1
C0119,2024-11-11,Cairns Inlet,Coral Trout,M,48.6,1.65,net,FV-027,34.9,23.6,True,46.2
C0710,2024-11-12,Frankland Islands,Spanish Mackerel,F,69.5,2.93,net,FV-071,10.8,24.3,False,52.74
C0716,2024-11-12,Green Island,Coral Trout,M,49.4,1.58,spear,FV-088,31.6,23.2,True,44.24
C1870,2024-11-13,Fitzroy Reef,Barramundi,F,68.8,4.56,trap,FV-027,40.2,25.7,True,100.32
C0943,2024-11-13,Cairns Inlet,Barramundi,U,54.8,2.46,trap,FV-088,31.9,24.3,False,54.12
C0310,2024-11-13,Cairns Inlet,Grass Emperor,F,46.1,1.66,trap,FV-063,18.3,23.7,True,24.9
C1033,2024-11-13,Green Island,Coral Trout,F,51.1,1.86,spear,FV-012,4.9,23.7,True,52.08
C1096,2024-11-14,Green Island,Barramundi,M,78.0,7.55,line,FV-058,6.4,24.2,True,166.1
C0052,2024-11-14,Michaelmas Cay,Grass Emperor,,37.1,0.92,spear,FV-041,6.1,23.3,True,13.8
C1180,2024-11-14,Michaelmas Cay,Grass Emperor,U,29.8,0.4,line,FV-071,6.0,23.2,True,6.0
C0894,2024-11-14,Trinity Bay,Mangrove Jack,F,40.8,0.95,spear,FV-027,41.9,24.0,True,19.0
C0183,2024-11-15,Trinity Bay,Barramundi,U,74.7,6.65,spear,FV-034,40.2,23.3,True,146.3
C0619,2024-11-16,Fitzroy Reef,Coral Trout,M,38.9,0.78,line,FV-034,32.7,24.0,True,21.84
C0819,2024-11-16,Frankland Islands,Coral Trout,U,38.0,0.8,line,FV-041,44.1,24.9,True,22.4
C1902,2024-11-17,Cairns Inlet,Grass Emperor,M,26.2,0.27,trap,FV-071,30.9,24.3,False,4.05
C1660,2024-11-17,Frankland Islands,Barramundi,F,53.0,2.23,line,FV-088,36.2,24.0,False,49.06
C1918,2024-11-17,Cairns Inlet,Grass Emperor,M,22.6,0.18,trap,FV-012,4.5,24.1,False,2.7
C1487,2024-11-18,Frankland Islands,Red Emperor,F,39.9,0.93,spear,FV-034,32.6,24.6,False,24.18
C0693,2024-11-18,Cairns Inlet,Red Emperor,U,51.3,2.07,spear,FV-034,37.1,24.1,True,53.82
C1551,2024-11-18,Frankland Islands,Barramundi,M,73.1,5.21,line,FV-088,31.5,23.6,True,114.62
C0822,2024-11-19,Fitzroy Reef,Spanish Mackerel,M,84.3,5.19,spear,FV-058,42.7,24.5,True,93.42
C0241,2024-11-19,Green Island,Barramundi,M,58.6,2.72,net,FV-088,29.7,23.9,True,59.84
C0508,2024-11-20,Green Island,Red Emperor,F,58.3,2.82,net,FV-034,33.4,23.5,True,73.32
C1279,2024-11-20,Cairns Inlet,Coral Trout,F,58.2,3.27,line,FV-034,36.7,22.9,True,91.56
C1410,2024-11-20,Frankland Islands,Red Emperor,F,46.8,1.4,line,FV-012,12.6,24.1,True,36.4
C0463,2024-11-20,Cairns Inlet,Coral Trout,F,56.1,2.53,line,FV-063,4.4,24.1,True,70.84
C1408,2024-11-20,Green Island,Spanish Mackerel,U,89.7,6.79,spear,FV-041,38.0,24.4,True,122.22
C0853,2024-11-21,Fitzroy Reef,Spanish Mackerel,M,79.5,4.78,spear,FV-012,12.5,24.4,True,86.04
C1242,2024-11-21,Michaelmas Cay,Barramundi,M,71.1,5.41,line,FV-063,18.9,24.5,True,119.02
C1688,2024-11-22,Cairns Inlet,Coral Trout,U,40.4,1.02,line,FV-041,26.0,24.8,True,28.56
C0417,2024-11-22,Green Island,Mangrove Jack,M,54.5,2.24,trap,FV-088,10.9,24.3,True,44.8
C1204,2024-11-23,Fitzroy Reef,Grass Emperor,M,34.7,0.66,net,FV-041,27.9,24.1,True,9.9
C0389,2024-11-23,Frankland Islands,Barramundi,M,64.2,3.35,line,FV-063,8.3,24.5,True,73.7
C1126,2024-11-24,Fitzroy Reef,Red Emperor,M,60.1,2.95,line,FV-041,6.5,25.2,True,76.7
C0629,2024-11-24,Green Island,Spanish Mackerel,F,85.5,6.36,line,FV-012,9.9,23.2,True,114.48
C0758,2024-11-24,Trinity Bay,Barramundi,F,62.4,3.79,spear,FV-027,18.2,24.4,True,83.38
C0673,2024-11-25,Frankland Islands,Coral Trout,F,39.4,0.77,net,FV-088,43.0,24.1,True,21.56
C1468,2024-11-25,Cairns Inlet,Mangrove Jack,U,27.9,0.31,line,FV-071,40.6,25.0,False,6.2
C0557,2024-11-26,Cairns Inlet,Mangrove Jack,M,37.2,0.72,net,FV-088,17.3,24.6,True,14.4
C0015,2024-11-26,Michaelmas Cay,Spanish Mackerel,U,82.5,4.83,trap,FV-012,27.4,24.0,True,86.94
C0121,2024-11-26,Michaelmas Cay,Barramundi,U,64.1,4.02,spear,FV-012,37.2,23.9,True,88.44
